Player,Team,Season,PPG,RPG,APG,Winrate,MVP
Zach Randolph,MEM,10_11,20.1,12.2,2.2,0.561,0
Rudy Gay,MEM,10_11,19.8,6.2,2.8,0.561,0
Michael Beasley,MIN,10_11,19.2,5.6,2.2,0.207,0
Paul Pierce,BOS,10_11,18.9,5.4,3.2,0.683,0
David West,NOH,10_11,18.9,7.6,2.3,0.561,0
Pau Gasol,LAL,10_11,18.8,10.2,3.3,0.695,0
Chris Bosh,MIA,10_11,18.7,8.3,1.9,0.707,0
Al Jefferson,UTA,10_11,18.6,9.7,1.8,0.476,0
Stephen Curry,GSW,10_11,18.6,3.9,5.8,0.439,0
Stephen Jackson,CHA,10_11,18.5,4.5,3.6,0.415,0
Luis Scola,HOU,10_11,18.3,8.2,2.5,0.524,0
Joe Johnson,ATL,10_11,18.2,4.0,4.7,0.537,0
Antawn Jamison,CLE,10_11,18.0,6.7,1.7,0.232,0
Tyreke Evans,SAC,10_11,17.8,4.8,5.6,0.293,0
Tony Parker,SAS,10_11,17.5,3.1,6.6,0.744,0
Carlos Boozer,CHI,10_11,17.5,9.6,2.5,0.756,0
Luol Deng,CHI,10_11,17.4,5.8,2.8,0.756,0
Nick Young,WAS,10_11,17.4,2.7,1.2,0.28,0
Manu Ginobili,SAS,10_11,17.4,3.7,4.9,0.744,0
Paul Millsap,UTA,10_11,17.3,7.6,2.5,0.476,0
DeMar DeRozan,TOR,10_11,17.2,3.8,1.8,0.268,0
Andray Blatche,WAS,10_11,16.8,8.2,2.2,0.28,0
Chauncey Billups,DENNYK,10_11,16.8,2.6,5.4,,0
Josh Smith,ATL,10_11,16.5,8.5,3.3,0.537,0
Ray Allen,BOS,10_11,16.5,3.4,2.7,0.683,0
David Lee,GSW,10_11,16.5,9.8,3.2,0.439,0
John Wall,WAS,10_11,16.4,4.6,8.3,0.28,0
Dorell Wright,GSW,10_11,16.4,5.3,3.0,0.439,0
Brandon Jennings,MIL,10_11,16.2,3.7,4.8,0.427,0
Wesley Matthews,POR,10_11,15.9,3.1,2.0,0.585,0
Chris Paul,NOH,10_11,15.9,4.1,9.8,0.561,0
Jason Terry,DAL,10_11,15.8,1.9,4.1,0.695,0
Gerald Wallace,CHAPOR,10_11,15.7,8.0,2.4,,0
Danilo Gallinari,DENNYK,10_11,15.6,4.9,1.7,,0
Jason Richardson,ORLPHO,10_11,15.6,4.1,1.8,,0
Raymond Felton,DENNYK,10_11,15.5,3.6,8.3,,0
Rodney Stuckey,DET,10_11,15.5,3.1,5.2,0.366,0
Al Horford,ATL,10_11,15.3,9.3,3.5,0.537,0
Wilson Chandler,DENNYK,10_11,15.3,5.7,1.7,,0
Devin Harris,NJNUTA,10_11,15.2,2.4,7.1,,0
Caron Butler,DAL,10_11,15.0,4.1,1.6,0.695,0
Elton Brand,PHI,10_11,15.0,8.3,1.5,0.5,0
Kevin Garnett,BOS,10_11,14.9,8.9,2.4,0.683,0
Steve Nash,PHO,10_11,14.7,3.5,11.4,0.488,0
Nene,DEN,10_11,14.5,7.6,2.0,0.61,0
Lamar Odom,LAL,10_11,14.4,8.7,3.0,0.695,0
D.J. Augustin,CHA,10_11,14.4,2.7,6.1,0.415,0
Jamal Crawford,ATL,10_11,14.2,1.7,3.2,0.537,0
Richard Hamilton,DET,10_11,14.1,2.3,3.1,0.366,0
DeMarcus Cousins,SAC,10_11,14.1,8.6,2.5,0.293,0
Andre Iguodala,PHI,10_11,14.1,5.8,6.3,0.5,0
Tayshaun Prince,DET,10_11,14.1,4.2,2.8,0.366,0
John Salmons,MIL,10_11,14.0,3.6,3.5,0.427,0
Vince Carter,ORLPHO,10_11,14.0,3.8,2.0,,0
Mo Williams,CLELAC,10_11,14.0,2.6,6.6,,0
Jrue Holiday,PHI,10_11,14.0,4.0,6.5,0.5,0
J.J. Hickson,CLE,10_11,13.8,8.7,1.1,0.232,0
Beno Udrih,SAC,10_11,13.7,3.4,4.9,0.293,0
Lou Williams,PHI,10_11,13.7,2.0,3.4,0.5,0
Mike Conley,MEM,10_11,13.7,3.0,6.5,0.561,0
Kyle Lowry,HOU,10_11,13.5,4.1,6.7,0.524,0
Tim Duncan,SAS,10_11,13.4,8.9,2.7,0.744,0
Jeff Green,BOSOKC,10_11,13.3,4.8,1.4,,0
Ramon Sessions,CLE,10_11,13.3,3.1,5.2,0.232,0
Leandro Barbosa,TOR,10_11,13.3,1.7,2.1,0.268,0
Grant Hill,PHO,10_11,13.2,4.2,2.5,0.488,0
Anthony Morrow,NJN,10_11,13.2,3.0,1.2,0.293,0
Darren Collison,IND,10_11,13.2,2.8,5.1,0.451,0
Jameer Nelson,ORL,10_11,13.1,3.0,6.0,0.634,0
Baron Davis,CLELAC,10_11,13.1,2.7,6.7,,0
C.J. Miles,UTA,10_11,12.8,3.3,1.7,0.476,0
Marcus Thornton,NOHSAC,10_11,12.8,3.5,1.8,,0
Andrew Bogut,MIL,10_11,12.8,11.1,2.0,0.427,0
Thaddeus Young,PHI,10_11,12.7,5.3,1.0,0.5,0
Andre Miller,POR,10_11,12.7,3.7,7.0,0.585,0
Channing Frye,PHO,10_11,12.7,6.7,1.2,0.488,0
Roy Hibbert,IND,10_11,12.7,7.5,2.0,0.451,0
Arron Afflalo,DEN,10_11,12.6,3.6,2.4,0.61,0
Shawn Marion,DAL,10_11,12.5,6.9,1.4,0.695,0
Chris Kaman,LAC,10_11,12.4,7.0,1.4,0.39,0
Nicolas Batum,POR,10_11,12.4,4.5,1.5,0.585,0
J.R. Smith,DEN,10_11,12.3,4.1,2.2,0.61,0
Brandon Roy,POR,10_11,12.2,2.6,2.7,0.585,0
James Harden,OKC,10_11,12.2,3.1,2.1,0.671,0
Corey Maggette,MIL,10_11,12.0,3.6,1.3,0.427,0
Carl Landry,NOHSAC,10_11,11.9,4.6,0.8,,0
Luke Ridnour,MIN,10_11,11.8,2.8,5.4,0.207,0
Marc Gasol,MEM,10_11,11.7,7.0,2.5,0.561,0
Glen Davis,BOS,10_11,11.7,5.4,1.2,0.683,0
Rashard Lewis,ORLWAS,10_11,11.7,5.1,1.6,,0
Andrei Kirilenko,UTA,10_11,11.7,5.1,3.0,0.476,0
Joakim Noah,CHI,10_11,11.7,10.4,2.2,0.756,0
Jordan Crawford,ATLWAS,10_11,11.7,2.5,2.8,,0
Ty Lawson,DEN,10_11,11.7,2.6,4.7,0.61,0
Daniel Gibson,CLE,10_11,11.6,2.6,3.0,0.232,0
George Hill,SAS,10_11,11.6,2.6,2.5,0.744,0
Carlos Delfino,MIL,10_11,11.5,4.1,2.3,0.427,0
Andrew Bynum,LAL,10_11,11.3,9.4,1.4,0.695,0
Drew Gooden,MIL,10_11,11.3,6.8,1.3,0.427,0
O.J. Mayo,MEM,10_11,11.3,2.4,2.0,0.561,0
Boris Diaw,CHA,10_11,11.3,5.0,4.1,0.415,0
Brandon Bass,ORL,10_11,11.2,5.6,0.8,0.634,0
Ben Gordon,DET,10_11,11.2,2.4,2.1,0.366,0
Mike Dunleavy,IND,10_11,11.2,4.5,1.7,0.451,0
Linas Kleiza,TOR,10_11,11.2,4.5,1.0,0.268,0
Charlie Villanueva,DET,10_11,11.1,3.9,0.6,0.366,0
Trevor Ariza,NOH,10_11,11.0,5.4,2.2,0.561,0
Richard Jefferson,SAS,10_11,11.0,3.8,1.3,0.744,0
Tyler Hansbrough,IND,10_11,11.0,5.2,0.6,0.451,0
Hedo Turkoglu,ORLPHO,10_11,10.8,4.4,4.2,,0
Gilbert Arenas,ORLWAS,10_11,10.8,2.7,3.9,,0
Aaron Brooks,HOUPHO,10_11,10.7,1.3,3.9,,0
Ryan Anderson,ORL,10_11,10.6,5.5,0.8,0.634,0
Rajon Rondo,BOS,10_11,10.6,4.4,11.2,0.683,0
Jared Dudley,PHO,10_11,10.6,3.9,1.3,0.488,0
Toney Douglas,NYK,10_11,10.6,3.0,3.0,0.512,0
Al Harrington,DEN,10_11,10.5,4.5,1.4,0.61,0
Jodie Meeks,PHI,10_11,10.5,2.3,1.1,0.5,0
Marco Belinelli,NOH,10_11,10.5,1.9,1.2,0.561,0
Marvin Williams,ATL,10_11,10.4,4.8,1.4,0.537,0
Emeka Okafor,NOH,10_11,10.3,9.5,0.6,0.561,0
Kirk Hinrich,ATLWAS,10_11,10.2,2.5,4.0,,0
Tyrus Thomas,CHA,10_11,10.2,5.5,0.7,0.415,0
Marcin Gortat,ORLPHO,10_11,10.2,7.9,0.9,,0
Yao Ming,HOU,10_11,10.2,5.4,0.8,0.524,0
Tyson Chandler,DAL,10_11,10.1,9.4,0.4,0.695,0
JaVale McGee,WAS,10_11,10.1,8.0,0.5,0.28,0
JJ Redick,ORL,10_11,10.1,1.9,1.7,0.634,0
Kris Humphries,NJN,10_11,10.0,10.4,1.1,0.293,0
Serge Ibaka,OKC,10_11,9.9,7.6,0.3,0.671,0
Martell Webster,MIN,10_11,9.8,3.2,1.2,0.207,0
Jose Calderon,TOR,10_11,9.8,3.0,8.9,0.268,0
Chase Budinger,HOU,10_11,9.8,3.6,1.6,0.524,0
Sasha Vujacic,LALNJN,10_11,9.8,2.8,2.0,,0
Gary Neal,SAS,10_11,9.8,2.4,1.2,0.744,0
Randy Foye,LAC,10_11,9.8,1.6,2.7,0.39,0
Landry Fields,NYK,10_11,9.7,6.4,1.9,0.512,0
Francisco Garcia,SAC,10_11,9.7,2.3,1.2,0.293,0
Gerald Henderson,CHA,10_11,9.6,3.0,1.5,0.415,0
Jordan Farmar,NJN,10_11,9.6,2.4,5.0,0.293,0
Amir Johnson,TOR,10_11,9.6,6.4,1.1,0.268,0
Ersan Ilyasova,MIL,10_11,9.5,6.1,0.9,0.427,0
J.J. Barea,DAL,10_11,9.5,2.0,3.9,0.695,0
Greg Monroe,DET,10_11,9.4,7.5,1.3,0.366,0
Sonny Weems,TOR,10_11,9.2,2.6,1.8,0.268,0
Reggie Williams,GSW,10_11,9.2,2.7,1.5,0.439,0
Travis Outlaw,NJN,10_11,9.2,4.0,1.0,0.293,0
Shaquille O'Neal,BOS,10_11,9.2,4.8,0.7,0.683,0
Jerryd Bayless,NOHTOR,10_11,9.2,2.3,3.7,,0
Darrell Arthur,MEM,10_11,9.1,4.3,0.7,0.561,0
Anderson Varejao,CLE,10_11,9.1,9.7,1.5,0.232,0
Brandon Rush,IND,10_11,9.1,3.2,0.9,0.451,0
Wesley Johnson,MIN,10_11,9.0,3.0,1.9,0.207,0
Tony Allen,MEM,10_11,8.9,2.7,1.4,0.561,0
Jarrett Jack,NOHTOR,10_11,8.9,2.1,2.9,,0
Jason Thompson,SAC,10_11,8.8,6.1,1.2,0.293,0
Darko Milicic,MIN,10_11,8.8,5.2,1.5,0.207,0
Willie Green,NOH,10_11,8.7,2.1,1.0,0.561,0
Shannon Brown,LAL,10_11,8.7,1.9,1.2,0.695,0
Kenyon Martin,DEN,10_11,8.6,6.2,2.3,0.61,0
Mike Bibby,ATLMIAWAS,10_11,8.6,2.4,3.3,,0
Omri Casspi,SAC,10_11,8.6,4.3,1.0,0.293,0
Rudy Fernandez,POR,10_11,8.6,2.2,2.5,0.585,0
Metta World Peace,LAL,10_11,8.5,3.3,2.1,0.695,0
Peja Stojakovic,DALNOHTOR,10_11,8.5,2.3,0.9,,0
Josh Howard,WAS,10_11,8.4,4.1,1.3,0.28,0
Rodrigue Beaubois,DAL,10_11,8.4,1.9,2.3,0.695,0
Hakim Warrick,PHO,10_11,8.4,3.7,0.9,0.488,0
Anthony Parker,CLE,10_11,8.3,3.0,3.0,0.232,0
DeJuan Blair,SAS,10_11,8.3,7.0,1.0,0.744,0
Kyle Korver,CHI,10_11,8.3,1.8,1.5,0.756,0
Courtney Lee,HOU,10_11,8.3,2.6,1.2,0.524,0
Nenad Krstic,BOSOKC,10_11,8.1,4.7,0.4,,0
Samuel Dalembert,SAC,10_11,8.1,8.2,0.8,0.293,0
Corey Brewer,DALMIN,10_11,8.0,2.5,1.3,,0
Udonis Haslem,MIA,10_11,8.0,8.2,0.5,0.707,0
Tracy McGrady,DET,10_11,8.0,3.5,3.5,0.366,0
Raja Bell,UTA,10_11,8.0,2.6,1.7,0.476,0
Kwame Brown,CHA,10_11,7.9,6.8,0.7,0.415,0
Will Bynum,DET,10_11,7.9,1.2,3.2,0.366,0
Kevin Durant,OKC,11_12,28.0,8.0,3.5,0.712,0
Kobe Bryant,LAL,11_12,27.9,5.4,4.6,0.621,0
LeBron James,MIA,11_12,27.1,7.9,6.2,0.697,1
Kevin Love,MIN,11_12,26.0,13.3,2.0,0.394,0
Russell Westbrook,OKC,11_12,23.6,4.6,5.5,0.712,0
Carmelo Anthony,NYK,11_12,22.6,6.3,3.6,0.545,0
Dwyane Wade,MIA,11_12,22.1,4.8,4.6,0.697,0
Derrick Rose,CHI,11_12,21.8,3.4,7.9,0.758,0
LaMarcus Aldridge,POR,11_12,21.7,8.0,2.4,0.424,0
Dirk Nowitzki,DAL,11_12,21.6,6.7,2.2,0.545,0
Deron Williams,NJN,11_12,21.0,3.3,8.7,0.333,0
Blake Griffin,LAC,11_12,20.7,10.9,3.2,0.606,0
Dwight Howard,ORL,11_12,20.6,14.5,1.9,0.561,0
Eric Gordon,NOH,11_12,20.6,2.8,3.4,0.318,0
Monta Ellis,GSWMIL,11_12,20.4,3.4,6.0,,0
David Lee,GSW,11_12,20.1,9.6,2.8,0.348,0
Chris Paul,LAC,11_12,19.8,3.6,9.0,0.606,0
Andrea Bargnani,TOR,11_12,19.5,5.5,2.0,0.348,0
Paul Pierce,BOS,11_12,19.4,5.2,4.5,0.591,0
Brook Lopez,NJN,11_12,19.2,3.6,1.2,0.333,0
Al Jefferson,UTA,11_12,19.2,9.6,2.2,0.545,0
Brandon Jennings,MIL,11_12,19.1,3.4,5.5,0.47,0
Rudy Gay,MEM,11_12,19.0,6.4,2.3,0.621,0
Joe Johnson,ATL,11_12,18.8,3.7,3.9,0.606,0
Josh Smith,ATL,11_12,18.8,9.6,3.9,0.606,0
Andrew Bynum,LAL,11_12,18.7,11.8,1.4,0.621,0
Danny Granger,IND,11_12,18.7,5.0,1.8,0.636,0
Marcus Thornton,SAC,11_12,18.7,3.7,1.9,0.333,0
Kyrie Irving,CLE,11_12,18.5,3.7,5.4,0.318,0
Tony Parker,SAS,11_12,18.3,2.8,7.7,0.758,0
DeMarcus Cousins,SAC,11_12,18.1,11.0,1.6,0.333,0
Chris Bosh,MIA,11_12,18.0,7.9,1.8,0.697,0
Amar'e Stoudemire,NYK,11_12,17.5,7.8,1.1,0.545,0
Pau Gasol,LAL,11_12,17.4,10.4,3.6,0.621,0
Antawn Jamison,CLE,11_12,17.2,6.3,2.0,0.318,0
Kevin Martin,HOU,11_12,17.1,2.6,2.8,0.515,0
James Harden,OKC,11_12,16.8,4.1,3.7,0.712,0
DeMar DeRozan,TOR,11_12,16.7,3.3,2.0,0.348,0
Paul Millsap,UTA,11_12,16.6,8.8,2.3,0.545,0
Tyreke Evans,SAC,11_12,16.5,4.6,4.5,0.333,0
Ty Lawson,DEN,11_12,16.4,3.7,6.6,0.576,0
John Wall,WAS,11_12,16.3,4.5,8.0,0.303,0
Ryan Anderson,ORL,11_12,16.1,7.7,0.9,0.561,0
Kevin Garnett,BOS,11_12,15.8,8.2,2.9,0.591,0
Jarrett Jack,NOH,11_12,15.6,3.9,6.3,0.318,0
Luis Scola,HOU,11_12,15.5,6.5,2.1,0.515,0
Tim Duncan,SAS,11_12,15.4,9.0,2.3,0.758,0
Marcin Gortat,PHO,11_12,15.4,10.0,0.9,0.5,0
Greg Monroe,DET,11_12,15.4,9.7,2.3,0.379,0
Luol Deng,CHI,11_12,15.3,6.5,2.9,0.758,0
Arron Afflalo,DEN,11_12,15.2,3.2,2.4,0.576,0
Gerald Henderson,CHA,11_12,15.1,4.1,2.3,0.106,0
Jason Terry,DAL,11_12,15.1,2.4,3.6,0.545,0
Carlos Boozer,CHI,11_12,15.0,8.5,1.9,0.758,0
Corey Maggette,CHA,11_12,15.0,3.9,1.2,0.106,0
Chauncey Billups,LAC,11_12,15.0,2.5,4.0,0.606,0
Lou Williams,PHI,11_12,14.9,2.4,3.5,0.53,0
Rodney Stuckey,DET,11_12,14.8,2.6,3.8,0.379,0
Stephen Curry,GSW,11_12,14.7,3.4,5.3,0.348,0
Jordan Crawford,WAS,11_12,14.7,2.6,3.0,0.303,0
Marc Gasol,MEM,11_12,14.6,8.9,3.1,0.621,0
Jeremy Lin,NYK,11_12,14.6,3.1,6.2,0.545,0
Danilo Gallinari,DEN,11_12,14.6,4.7,2.7,0.576,0
Kyle Lowry,HOU,11_12,14.3,4.5,6.6,0.515,0
Ray Allen,BOS,11_12,14.2,3.1,2.4,0.591,0
Al Harrington,DEN,11_12,14.2,6.1,1.4,0.576,0
Nick Young,LACWAS,11_12,14.2,2.1,0.9,,0
Jamal Crawford,POR,11_12,14.0,2.0,3.2,0.424,0
Nicolas Batum,POR,11_12,13.9,4.6,1.4,0.424,0
Nikola Pekovic,MIN,11_12,13.9,7.4,0.7,0.394,0
Gerald Wallace,NJNPOR,11_12,13.8,6.7,2.8,,0
Kris Humphries,NJN,11_12,13.8,11.0,1.5,0.333,0
Nene,DENWAS,11_12,13.7,7.5,2.1,,0
Wesley Matthews,POR,11_12,13.7,3.4,1.7,0.424,0
Drew Gooden,MIL,11_12,13.7,6.5,2.6,0.47,0
Jrue Holiday,PHI,11_12,13.5,3.3,4.5,0.53,0
Mo Williams,LAC,11_12,13.2,1.9,3.1,0.606,0
Chris Kaman,NOH,11_12,13.1,7.7,2.1,0.318,0
Ersan Ilyasova,MIL,11_12,13.0,8.8,1.2,0.47,0
Manu Ginobili,SAS,11_12,12.9,3.4,4.4,0.758,0
Gerald Green,NJN,11_12,12.9,3.5,1.1,0.333,0
Brandon Knight,DET,11_12,12.8,3.2,3.8,0.379,0
Roy Hibbert,IND,11_12,12.8,8.8,1.7,0.636,0
Thaddeus Young,PHI,11_12,12.8,5.2,1.2,0.53,0
David West,IND,11_12,12.8,6.6,2.1,0.636,0
Mike Conley,MEM,11_12,12.7,2.5,6.5,0.621,0
Tayshaun Prince,DET,11_12,12.7,4.5,2.4,0.379,0
Jared Dudley,PHO,11_12,12.7,4.6,1.7,0.5,0
MarShon Brooks,NJN,11_12,12.6,3.6,2.3,0.333,0
O.J. Mayo,MEM,11_12,12.6,3.2,2.6,0.621,0
Jeff Teague,ATL,11_12,12.6,2.4,4.9,0.606,0
Klay Thompson,GSW,11_12,12.5,2.4,2.0,0.348,0
Brandon Bass,BOS,11_12,12.5,6.2,0.9,0.591,0
Carl Landry,NOH,11_12,12.5,5.2,0.9,0.318,0
Ben Gordon,DET,11_12,12.5,2.3,2.4,0.379,0
J.R. Smith,NYK,11_12,12.5,3.9,2.4,0.545,0
Steve Nash,PHO,11_12,12.5,3.0,10.7,0.5,0
Andre Iguodala,PHI,11_12,12.4,6.1,5.5,0.53,0
Al Horford,ATL,11_12,12.4,7.0,2.2,0.606,0
Mike Dunleavy,MIL,11_12,12.3,3.7,2.1,0.47,0
Kemba Walker,CHA,11_12,12.1,3.5,4.4,0.106,0
Paul George,IND,11_12,12.1,5.6,2.4,0.636,0
Luke Ridnour,MIN,11_12,12.1,2.7,4.8,0.394,0
Anthony Morrow,NJN,11_12,12.0,2.0,1.0,0.333,0
Caron Butler,LAC,11_12,12.0,3.7,1.2,0.606,0
Rajon Rondo,BOS,11_12,11.9,4.8,11.7,0.591,0
Jameer Nelson,ORL,11_12,11.9,3.2,5.7,0.561,0
Gordon Hayward,UTA,11_12,11.8,3.5,3.1,0.545,0
Marco Belinelli,NOH,11_12,11.8,2.6,1.5,0.318,0
Goran Dragic,HOU,11_12,11.7,2.5,5.3,0.515,0
Jason Richardson,ORL,11_12,11.6,3.6,2.0,0.561,0
Richard Hamilton,CHI,11_12,11.6,2.4,3.0,0.758,0
Zach Randolph,MEM,11_12,11.6,8.0,1.7,0.621,0
JJ Redick,ORL,11_12,11.6,2.3,2.5,0.561,0
Isaiah Thomas,SAC,11_12,11.5,2.6,4.1,0.333,0
Michael Beasley,MIN,11_12,11.5,4.4,1.0,0.394,0
Raymond Felton,POR,11_12,11.4,2.5,6.5,0.424,0
Jerryd Bayless,TOR,11_12,11.4,2.1,3.8,0.348,0
Courtney Lee,HOU,11_12,11.4,2.7,1.5,0.515,0
Devin Harris,UTA,11_12,11.3,1.8,5.0,0.545,0
Andrew Bogut,MIL,11_12,11.3,8.3,2.6,0.47,0
JaVale McGee,DENWAS,11_12,11.3,7.8,0.5,,0
J.J. Barea,MIN,11_12,11.3,2.8,5.7,0.394,0
Tyson Chandler,NYK,11_12,11.3,9.9,0.9,0.545,0
Ramon Sessions,CLELAL,11_12,11.3,3.3,5.5,,0
Nate Robinson,GSW,11_12,11.2,2.0,4.5,0.348,0
D.J. Augustin,CHA,11_12,11.1,2.3,6.4,0.106,0
Leandro Barbosa,INDTOR,11_12,11.1,2.0,1.5,,0
Shannon Brown,PHO,11_12,11.0,2.7,1.2,0.5,0
Elton Brand,PHI,11_12,11.0,7.2,1.6,0.53,0
Randy Foye,LAC,11_12,11.0,2.1,2.2,0.606,0
Lester Hudson,CLEMEM,11_12,10.9,2.9,2.2,,0
Hedo Turkoglu,ORL,11_12,10.9,3.8,4.4,0.561,0
Anderson Varejao,CLE,11_12,10.8,11.5,1.7,0.318,0
Trevor Ariza,NOH,11_12,10.8,5.2,3.3,0.318,0
Shawn Marion,DAL,11_12,10.6,7.4,2.1,0.545,0
Ricky Rubio,MIN,11_12,10.6,4.2,8.2,0.394,0
Alonzo Gee,CLE,11_12,10.6,5.1,1.8,0.318,0
Channing Frye,PHO,11_12,10.5,5.9,1.4,0.5,0
Jose Calderon,TOR,11_12,10.5,3.0,8.8,0.348,0
Jordan Farmar,NJN,11_12,10.4,1.6,3.3,0.333,0
Darren Collison,IND,11_12,10.4,3.1,4.8,0.636,0
Patty Mills,SAS,11_12,10.3,1.8,2.4,0.758,0
Dorell Wright,GSW,11_12,10.3,4.6,1.5,0.348,0
Kenneth Faried,DEN,11_12,10.2,7.7,0.8,0.576,0
Joakim Noah,CHI,11_12,10.2,9.8,2.5,0.758,0
Grant Hill,PHO,11_12,10.2,3.5,2.2,0.5,0
Marvin Williams,ATL,11_12,10.2,5.2,1.2,0.606,0
Vince Carter,DAL,11_12,10.1,3.4,2.3,0.545,0
Gary Neal,SAS,11_12,9.9,2.1,2.1,0.758,0
Jason Smith,NOH,11_12,9.9,4.9,0.8,0.318,0
Emeka Okafor,NOH,11_12,9.9,7.9,0.9,0.318,0
Stephen Jackson,MILSAS,11_12,9.8,3.5,2.5,,0
Mario Chalmers,MIA,11_12,9.8,2.7,3.5,0.697,0
Tony Allen,MEM,11_12,9.8,4.0,1.4,0.621,0
Brandon Rush,GSW,11_12,9.8,3.9,1.4,0.348,0
Andre Miller,DEN,11_12,9.7,3.3,6.7,0.576,0
C.J. Watson,CHI,11_12,9.7,2.1,4.1,0.758,0
Linas Kleiza,TOR,11_12,9.7,4.1,0.9,0.348,0
Chase Budinger,HOU,11_12,9.6,3.7,1.3,0.515,0
George Hill,IND,11_12,9.6,3.0,2.9,0.636,0
Spencer Hawes,PHI,11_12,9.6,7.3,2.6,0.53,0
Alan Anderson,TOR,11_12,9.6,2.0,1.5,0.348,0
Delonte West,DAL,11_12,9.6,2.3,3.2,0.545,0
DeJuan Blair,SAS,11_12,9.5,5.5,1.2,0.758,0
Iman Shumpert,NYK,11_12,9.5,3.2,2.8,0.545,0
Chandler Parsons,HOU,11_12,9.5,4.8,2.1,0.515,0
Evan Turner,PHI,11_12,9.4,5.8,2.8,0.53,0
Wilson Chandler,DEN,11_12,9.4,5.1,2.1,0.576,0
Byron Mullens,CHA,11_12,9.3,5.0,0.9,0.106,0
Tiago Splitter,SAS,11_12,9.3,5.2,1.1,0.758,0
Tyler Hansbrough,IND,11_12,9.3,4.4,0.5,0.636,0
Cartier Martin,WAS,11_12,9.3,3.4,0.6,0.303,0
Glen Davis,ORL,11_12,9.3,5.4,0.8,0.561,0
Richard Jefferson,GSWSAS,11_12,9.2,3.5,1.4,,0
Danny Green,SAS,11_12,9.1,3.5,1.3,0.758,0
Serge Ibaka,OKC,11_12,9.1,7.5,0.4,0.712,0
James Johnson,TOR,11_12,9.1,4.7,2.0,0.348,0
Jason Thompson,SAC,11_12,9.1,6.9,1.2,0.333,0
C.J. Miles,UTA,11_12,9.1,2.1,1.2,0.545,0
Carlos Delfino,MIL,11_12,9.0,3.9,2.3,0.47,0
Greivis Vasquez,NOH,11_12,8.9,2.6,5.4,0.318,0
Rodrigue Beaubois,DAL,11_12,8.9,2.8,2.9,0.545,0
Corey Brewer,DEN,11_12,8.9,2.5,1.5,0.576,0
Steve Novak,NYK,11_12,8.8,1.9,0.2,0.545,0
Derrick Williams,MIN,11_12,8.8,4.7,0.6,0.394,0
Landry Fields,NYK,11_12,8.8,4.2,2.6,0.545,0
Derrick Favors,UTA,11_12,8.8,6.5,0.7,0.545,0
Marreese Speights,MEM,11_12,8.8,6.2,0.8,0.621,0
Jonas Jerebko,DET,11_12,8.7,4.8,0.7,0.379,0
Josh Howard,UTA,11_12,8.7,3.7,1.2,0.545,0
Rudy Fernandez,DEN,11_12,8.6,2.1,2.4,0.576,0
Andray Blatche,WAS,11_12,8.5,5.8,1.1,0.303,0
Jodie Meeks,PHI,11_12,8.4,2.4,0.8,0.53,0
Trevor Booker,WAS,11_12,8.4,6.5,0.8,0.303,0
J.J. Hickson,PORSAC,11_12,8.4,6.2,0.8,,0
Reggie Williams,CHA,11_12,8.3,2.8,1.8,0.106,0
Tristan Thompson,CLE,11_12,8.2,6.5,0.4,0.318,0
Michael Redd,PHO,11_12,8.2,1.5,0.6,0.5,0
James Singleton,WAS,11_12,8.2,6.8,1.2,0.303,0
Carmelo Anthony,NYK,12_13,28.7,6.9,2.6,0.659,0
Kevin Durant,OKC,12_13,28.1,7.9,4.6,0.732,0
Kobe Bryant,LAL,12_13,27.3,5.6,6.0,0.549,0
LeBron James,MIA,12_13,26.8,8.0,7.2,0.805,1
James Harden,HOU,12_13,25.9,4.9,5.8,0.549,0
Russell Westbrook,OKC,12_13,23.2,5.2,7.4,0.732,0
Stephen Curry,GSW,12_13,22.9,4.0,6.9,0.573,0
Kyrie Irving,CLE,12_13,22.5,3.7,5.9,0.293,0
Dwyane Wade,MIA,12_13,21.2,5.0,5.1,0.805,0
LaMarcus Aldridge,POR,12_13,21.1,9.1,2.6,0.402,0
Tony Parker,SAS,12_13,20.3,3.0,7.6,0.707,0
Brook Lopez,BRK,12_13,19.4,6.9,0.9,0.598,0
Monta Ellis,MIL,12_13,19.2,3.9,6.0,0.463,0
Damian Lillard,POR,12_13,19.0,3.1,6.5,0.402,0
Deron Williams,BRK,12_13,18.9,3.0,7.7,0.598,0
Paul Pierce,BOS,12_13,18.6,6.3,4.8,0.506,0
John Wall,WAS,12_13,18.5,4.0,7.6,0.354,0
David Lee,GSW,12_13,18.5,11.2,3.5,0.573,0
Kevin Love,MIN,12_13,18.3,14.0,2.3,0.378,0
Rudy Gay,MEMTOR,12_13,18.2,6.1,2.7,,0
DeMar DeRozan,TOR,12_13,18.1,3.9,2.5,0.415,0
J.R. Smith,NYK,12_13,18.1,5.3,2.7,0.659,0
Blake Griffin,LAC,12_13,18.0,8.3,3.7,0.683,0
Al Jefferson,UTA,12_13,17.8,9.2,2.1,0.524,0
Tim Duncan,SAS,12_13,17.8,9.9,2.7,0.707,0
Kemba Walker,CHA,12_13,17.7,3.5,5.7,0.256,0
Jrue Holiday,PHI,12_13,17.7,4.2,8.0,0.415,0
Brandon Jennings,MIL,12_13,17.5,3.1,6.5,0.463,0
Josh Smith,ATL,12_13,17.5,8.4,4.2,0.537,0
